system,RB,RB2,XB,XB2,VB,VB2,PB,PB2,EB,EB2,NB,NB2,RA,IA,VA,PA,EA,NA,RX,XX,VX,PX,EX,AX,NX,BEAX,BEBX,BEB2X,Bandgap
Rb2PbMnI6,1.1225,0.648333333,2.33,1.55,4,7,6.98,9.4,2.030080003,2.946320005,82,25,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.870140802,-1.583164824,1.053
Rb2PbTeI6,1.1225,1.293333333,2.33,2.1,4,6,6.98,5.5,2.030080003,2.044640003,82,52,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.870140802,-3.349766345,0.0045
Cs2PbTeI6,1.1225,1.293333333,2.33,2.1,4,6,6.98,5.5,2.030080003,2.044640003,82,52,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.870140802,-3.349766345,0.0039
K2SnZnI6,0.83,0.88,1.96,1.65,4,12,6.28,5.75,3.132480005,1.356160002,50,30,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.976541798,-1.288829967,0.335
K2GeZnI6,0.77,0.88,2.01,1.65,4,12,5.84,5.75,3.868800006,1.356160002,32,30,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-4.233328196,-1.288829967,0.3832
Na2BeZnI6,0.59,0.88,1.57,1.65,2,12,5.6,5.75,3.369600005,1.356160002,4,30,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-2.650169631,-1.288829967,0.0004
K2BeZnI6,0.59,0.88,1.57,1.65,2,12,5.6,5.75,3.369600005,1.356160002,4,30,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-2.650169631,-1.288829967,0.0011
Cs2BaCuI6,1.49,0.82,0.89,1.9,2,11,39.7,6.2,1.862640003,3.508960006,56,29,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.345271088,-3.015509414,0.001
Cs2CuBiI6,0.82,1.035,1.9,2.02,11,5,6.2,7.4,3.508960006,2.179840003,29,83,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.015509414,-2.628635934,0.3173
K2GeMnI6,0.77,0.648333333,2.01,1.55,4,7,5.84,9.4,3.868800006,2.946320005,32,25,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-4.233328196,-1.583164824,0.5361
Na2BeMnI6,0.59,0.648333333,1.57,1.55,2,7,5.6,9.4,3.369600005,2.946320005,4,25,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-2.650169631,-1.583164824,0.0114
K2BeMnI6,0.59,0.648333333,1.57,1.55,2,7,5.6,9.4,3.369600005,2.946320005,4,25,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-2.650169631,-1.583164824,0.1434
K2MgMnI6,0.86,0.648333333,1.31,1.55,2,7,10.6,9.4,1.529840002,2.946320005,12,25,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-2.072539693,-1.583164824,0.987
Rb2MgMnI6,0.86,0.648333333,1.31,1.55,2,7,10.6,9.4,1.529840002,2.946320005,12,25,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-2.072539693,-1.583164824,0.9915
K2CaMnI6,1.14,0.648333333,1,1.55,2,7,22.8,9.4,1.849120003,2.946320005,20,25,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.015577986,-1.583164824,1.7578
Rb2CaMnI6,1.14,0.648333333,1,1.55,2,7,22.8,9.4,1.849120003,2.946320005,20,25,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.015577986,-1.583164824,1.7954
K2SrMnI6,1.32,0.648333333,0.95,1.55,2,7,23.5,9.4,1.705600003,2.946320005,38,25,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.034095072,-1.583164824,1.7944
Rb2SrMnI6,1.32,0.648333333,0.95,1.55,2,7,23.5,9.4,1.705600003,2.946320005,38,25,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.034095072,-1.583164824,1.8271
Cs2KGaI6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.276070522,-3.015577986,0.8228
Rb2KGaI6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.276070522,-3.015577986,0.8307
K2KGaI6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.276070522,-3.015577986,0.834
Na2KGaI6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.276070522,-3.015577986,0.8463
Li2KGaI6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.276070522,-3.015577986,0.8484
Cs2KInI6,1.52,0.94,0.82,1.78,1,3,43.06,9.1,0.925600001,2.527200004,19,49,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.276070522,-3.534946316,1.2557
Rb2KInI6,1.52,0.94,0.82,1.78,1,3,43.06,9.1,0.925600001,2.527200004,19,49,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.276070522,-3.534946316,1.2666
K2KInI6,1.52,0.94,0.82,1.78,1,3,43.06,9.1,0.925600001,2.527200004,19,49,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.276070522,-3.534946316,1.2756
Na2KInI6,1.52,0.94,0.82,1.78,1,3,43.06,9.1,0.925600001,2.527200004,19,49,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.276070522,-3.534946316,1.2903
Li2KInI6,1.52,0.94,0.82,1.78,1,3,43.06,9.1,0.925600001,2.527200004,19,49,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.276070522,-3.534946316,1.2948
Cs2KAlI6,1.52,0.675,0.82,1.61,1,3,43.06,6.8,0.925600001,3.441360006,19,13,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.276070522,-3.823327814,1.7421
Li2KScI6,1.52,0.885,0.82,1.36,1,3,43.06,17.8,0.925600001,3.929120006,19,21,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.276070522,-3.046107912,2.2749
Li2KSbI6,1.52,0.83,0.82,2.05,1,5,43.06,6.6,0.925600001,2.749760004,19,51,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.276070522,-2.709008248,2.2805
Na2KScI6,1.52,0.885,0.82,1.36,1,3,43.06,17.8,0.925600001,3.929120006,19,21,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.276070522,-3.046107912,2.2816
Rb2KScI6,1.52,0.885,0.82,1.36,1,3,43.06,17.8,0.925600001,3.929120006,19,21,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.276070522,-3.046107912,2.3381
Cs2KSbI6,1.52,0.83,0.82,2.05,1,5,43.06,6.6,0.925600001,2.749760004,19,51,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.276070522,-2.709008248,2.3455
Cs2KScI6,1.52,0.885,0.82,1.36,1,3,43.06,17.8,0.925600001,3.929120006,19,21,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.276070522,-3.046107912,2.3499
Rb2KSbI6,1.52,0.83,0.82,2.05,1,5,43.06,6.6,0.925600001,2.749760004,19,51,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.276070522,-2.709008248,2.3519
K2KSbI6,1.52,0.83,0.82,2.05,1,5,43.06,6.6,0.925600001,2.749760004,19,51,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.276070522,-2.709008248,2.3552
Li2KBiI6,1.52,1.035,0.82,2.02,1,5,43.06,7.4,0.925600001,2.179840003,19,83,0.9,5.410080009,1,24.33,1.656720003,3,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.689630919,-3.276070522,-2.628635934,2.4054
Na2KBiI6,1.52,1.035,0.82,2.02,1,5,43.06,7.4,0.925600001,2.179840003,19,83,1.16,5.156320008,1,24.11,1.118000002,11,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.154280889,-3.276070522,-2.628635934,2.4267
Li2KSbF6,1.52,0.83,0.82,2.05,1,5,43.06,6.6,0.925600001,2.749760004,19,51,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.540020928,-4.29223865,2.5607
Cs2KBiI6,1.52,1.035,0.82,2.02,1,5,43.06,7.4,0.925600001,2.179840003,19,83,1.81,3.907280006,1,59.42,0.795600001,55,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.400777446,-3.276070522,-2.628635934,2.5729
Rb2KBiI6,1.52,1.035,0.82,2.02,1,5,43.06,7.4,0.925600001,2.179840003,19,83,1.66,4.191200007,1,47.24,0.841360001,37,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.277171207,-3.276070522,-2.628635934,2.5862
K2KBiI6,1.52,1.035,0.82,2.02,1,5,43.06,7.4,0.925600001,2.179840003,19,83,1.52,4.355520007,1,43.06,0.925600001,19,1.273333333,2.66,7,4.7,1.110272802,3.0590368,53,-3.276070522,-3.276070522,-2.628635934,2.5918
Na2KSbF6,1.52,0.83,0.82,2.05,1,5,43.06,6.6,0.925600001,2.749760004,19,51,1.16,5.156320008,1,24.11,1.118000002,11,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.55891026,-4.540020928,-4.29223865,2.6509
Cs2KSbF6,1.52,0.83,0.82,2.05,1,5,43.06,6.6,0.925600001,2.749760004,19,51,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.540020928,-4.29223865,4.1987
Li2KGaF6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,0.9,5.410080009,1,24.33,1.656720003,3,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-5.73747418,-4.540020928,-5.617144145,4.9068
Rb2KInF6,1.52,0.94,0.82,1.78,1,3,43.06,9.1,0.925600001,2.527200004,19,49,1.66,4.191200007,1,47.24,0.841360001,37,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.393533774,-4.540020928,-5.363237215,5.3244
Cs2KInF6,1.52,0.94,0.82,1.78,1,3,43.06,9.1,0.925600001,2.527200004,19,49,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.540020928,-5.363237215,5.4939
Cs2KGaF6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,1.81,3.907280006,1,59.42,0.795600001,55,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.699781335,-4.540020928,-5.617144145,6.0556
K2KGaF6,1.52,0.76,0.82,1.81,1,3,43.06,8.12,0.925600001,2.828384005,19,31,1.52,4.355520007,1,43.06,0.925600001,19,0.705,3.98,7,0.557,0.825084001,3.4011897,9,-4.540020928,-4.540020928,-5.617144145,5.7933
Li2CoPdCl6,0.768333333,0.84625,1.91,2.2,9,10,7.5,4.8,4.437680007,3.916640006,27,46,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-1.921753201,-2.837114098,0.0008
Li2CoTeCl6,0.768333333,1.293333333,1.91,2.1,9,6,7.5,5.5,4.437680007,2.044640003,27,52,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-1.921753201,-3.89903072,0.0048
Li2NiPdBr6,0.74,0.84625,1.88,2.2,10,10,6.8,4.8,4.473040007,3.916640006,28,46,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-5.262083316,-2.013153862,0
Li2NiTeBr6,0.74,1.293333333,1.88,2.1,10,6,6.8,5.5,4.473040007,2.044640003,28,52,0.9,5.410080009,1,24.33,1.656720003,3,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-4.273256801,-5.262083316,-3.656626969,0.5815
Na2CoTeBr6,0.768333333,1.293333333,1.91,2.1,9,6,7.5,5.5,4.437680007,2.044640003,27,52,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-1.125609138,-3.656626969,0.0099
Na2ZnPdCl6,0.88,0.84625,1.65,2.2,12,10,5.75,4.8,1.356160002,3.916640006,30,46,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-2.016813197,-2.837114098,0.0029
Na2ZnTeCl6,0.88,1.293333333,1.65,2.1,12,6,5.75,5.5,1.356160002,2.044640003,30,52,1.16,5.156320008,1,24.11,1.118000002,11,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.955721302,-2.016813197,-3.89903072,0.0257
K2BePdBr6,0.59,0.84625,1.57,2.2,2,10,5.6,4.8,3.369600005,3.916640006,4,46,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.409421293,-2.013153862,0.0046
K2BeTeBr6,0.59,1.293333333,1.57,2.1,2,6,5.6,5.5,3.369600005,2.044640003,4,52,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.409421293,-3.656626969,0.0021
K2NiPdCl6,0.74,0.84625,1.88,2.2,10,10,6.8,4.8,4.473040007,3.916640006,28,46,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-5.337757107,-2.837114098,0.009
K2NiTeCl6,0.74,1.293333333,1.88,2.1,10,6,6.8,5.5,4.473040007,2.044640003,28,52,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-5.337757107,-3.89903072,0.0042
K2ZnPdBr6,0.88,0.84625,1.65,2.2,12,10,5.75,4.8,1.356160002,3.916640006,30,46,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-1.733257706,-2.013153862,0.0065
K2ZnTeBr6,0.88,1.293333333,1.65,2.1,12,6,5.75,5.5,1.356160002,2.044640003,30,52,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-1.733257706,-3.656626969,0.0145
Rb2CoPdCl6,0.768333333,0.84625,1.91,2.2,9,10,7.5,4.8,4.437680007,3.916640006,27,46,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-1.921753201,-2.837114098,0.0021
Rb2CoTeCl6,0.768333333,1.293333333,1.91,2.1,9,6,7.5,5.5,4.437680007,2.044640003,27,52,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-1.921753201,-3.89903072,0.0027
Rb2NiPdBr6,0.74,0.84625,1.88,2.2,10,10,6.8,4.8,4.473040007,3.916640006,28,46,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-5.262083316,-2.013153862,0.0036
Rb2NiTeBr6,0.74,1.293333333,1.88,2.1,10,6,6.8,5.5,4.473040007,2.044640003,28,52,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-5.262083316,-3.656626969,0.0072
Cs2BePdCl6,0.59,0.84625,1.57,2.2,2,10,5.6,4.8,3.369600005,3.916640006,4,46,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-4.023792611,-2.837114098,0.0036
Cs2BeTeCl6,0.59,1.293333333,1.57,2.1,2,6,5.6,5.5,3.369600005,2.044640003,4,52,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-4.023792611,-3.89903072,0.002
Cs2CoPdBr6,0.768333333,0.84625,1.91,2.2,9,10,7.5,4.8,4.437680007,3.916640006,27,46,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-1.125609138,-2.013153862,0.0015
Cs2CoTeBr6,0.768333333,1.293333333,1.91,2.1,9,6,7.5,5.5,4.437680007,2.044640003,27,52,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-1.125609138,-3.656626969,0.002
Cs2ZnPdCl6,0.88,0.84625,1.65,2.2,12,10,5.75,4.8,1.356160002,3.916640006,30,46,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-2.016813197,-2.837114098,0.0054
Cs2ZnTeCl6,0.88,1.293333333,1.65,2.1,12,6,5.75,5.5,1.356160002,2.044640003,30,52,1.81,3.907280006,1,59.42,0.795600001,55,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.169720578,-2.016813197,-3.89903072,0.0246
Cu2ZnPdBr6,0.88,0.84625,1.65,2.2,12,10,5.75,4.8,1.356160002,3.916640006,30,46,0.82,7.753200012,11,6.2,3.508960006,29,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.401724661,-1.733257706,-2.013153862,0.0034
Ag2PbMgBr6,1.1225,0.86,2.33,1.31,4,2,6.98,10.6,2.030080003,1.529840002,82,12,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-4.305016664,-2.692899064,0.5862
Ag2SnSrBr6,0.83,1.32,1.96,0.95,4,2,6.28,23.5,3.132480005,1.705600003,50,38,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-4.451522864,-3.694213796,0.0073
Ag2SnPtBr6,0.83,0.805,1.96,2.28,4,10,6.28,6.5,3.132480005,5.883280009,50,78,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-4.451522864,-3.230996045,0.0002
Ag2GeMnBr6,0.77,0.648333333,2.01,1.55,4,7,5.84,9.4,3.868800006,2.946320005,32,25,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-4.760746764,-0.508989374,0.0061
Ag2BeCoBr6,0.59,0.768333333,1.57,1.91,2,9,5.6,7.5,3.369600005,4.437680007,4,27,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-3.409421293,-1.125609138,0.0034
Ag2MgCuBr6,0.86,0.82,1.31,1.9,2,11,10.6,6.2,1.529840002,3.508960006,12,29,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-2.692899064,-3.401724661,0.0051
Ag2CaPdBr6,1.14,0.84625,1,2.2,2,10,22.8,4.8,1.849120003,3.916640006,20,46,1.086666667,7.602400012,11,6.78,2.962960005,47,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.710961454,-3.706595889,-2.013153862,0.0008
Au2MnPtBr6,0.648333333,0.805,1.55,2.28,7,10,9.4,6.5,2.946320005,5.883280009,25,78,1.07,9.257040015,11,5.8,3.829280006,79,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.448266732,-0.508989374,-3.230996045,0.0027
Au2NiCuBr6,0.74,0.82,1.88,1.9,10,11,6.8,6.2,4.473040007,3.508960006,28,29,1.07,9.257040015,11,5.8,3.829280006,79,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.448266732,-5.262083316,-3.401724661,0.0038
Au2CuPdBr6,0.82,0.84625,1.9,2.2,11,10,6.2,4.8,3.508960006,3.916640006,29,46,1.07,9.257040015,11,5.8,3.829280006,79,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.448266732,-3.401724661,-2.013153862,0.0087
Au2ZnPtBr6,0.88,0.805,1.65,2.28,12,10,5.75,6.5,1.356160002,5.883280009,30,78,1.07,9.257040015,11,5.8,3.829280006,79,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-2.448266732,-1.733257706,-3.230996045,0.0395
Na2MnNiBr6,0.648333333,0.74,1.55,1.88,7,10,9.4,6.8,2.946320005,4.473040007,25,28,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-0.508989374,-5.262083316,0.2677
K2SnFeBr6,0.83,0.8525,1.96,1.83,4,8,6.28,8.4,3.132480005,4.321200007,50,26,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-4.451522864,-4.919035872,0.0006
K2BeFeBr6,0.59,0.8525,1.57,1.83,2,8,5.6,8.4,3.369600005,4.321200007,4,26,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-3.409421293,-4.919035872,0.0003
K2MgNiBr6,0.86,0.74,1.31,1.88,2,10,10.6,6.8,1.529840002,4.473040007,12,28,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-2.692899064,-5.262083316,0.1859
K2MnZnBr6,0.648333333,0.88,1.55,1.65,7,12,9.4,5.75,2.946320005,1.356160002,25,30,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-0.508989374,-1.733257706,0.4222
Rb2SnFeBr6,0.83,0.8525,1.96,1.83,4,8,6.28,8.4,3.132480005,4.321200007,50,26,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-4.451522864,-4.919035872,0.0001
Rb2MgFeBr6,0.86,0.8525,1.31,1.83,2,8,10.6,8.4,1.529840002,4.321200007,12,26,1.66,4.191200007,1,47.24,0.841360001,37,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.75,-2.692899064,-4.919035872,0.0002
Li2BeSrCl6,0.59,1.32,1.57,0.95,2,2,5.6,23.5,3.369600005,1.705600003,4,38,0.9,5.410080009,1,24.33,1.656720003,3,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.684686849,-4.023792611,-4.218843508,3.6788
Na2BeSrBr6,0.59,1.32,1.57,0.95,2,2,5.6,23.5,3.369600005,1.705600003,4,38,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-3.409421293,-3.694213796,2.9393
Rb2BeSrCl6,0.59,1.32,1.57,0.95,2,2,5.6,23.5,3.369600005,1.705600003,4,38,1.66,4.191200007,1,47.24,0.841360001,37,0.78,3.16,7,2.18,1.261540802,3.612725,17,-4.016865235,-4.023792611,-4.218843508,4.9991
Cs2BeSrBr6,0.59,1.32,1.57,0.95,2,2,5.6,23.5,3.369600005,1.705600003,4,38,1.81,3.907280006,1,59.42,0.795600001,55,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.864613159,-3.409421293,-3.694213796,3.4898
Na2PbBeBr6,1.1225,0.59,2.33,1.57,4,2,6.98,5.6,2.030080003,3.369600005,82,4,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-4.305016664,-3.409421293,2.3584
K2PbBeBr6,1.1225,0.59,2.33,1.57,4,2,6.98,5.6,2.030080003,3.369600005,82,4,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-4.305016664,-3.409421293,2.365
Na2GeBeBr6,0.77,0.59,2.01,1.57,4,2,5.84,5.6,3.868800006,3.369600005,32,4,1.16,5.156320008,1,24.11,1.118000002,11,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.629490255,-4.760746764,-3.409421293,1.6232
K2GeMgBr6,0.77,0.86,2.01,1.31,4,2,5.84,10.6,3.868800006,1.529840002,32,12,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-4.760746764,-2.692899064,2.3462
K2MgZnBr6,0.86,0.88,1.31,1.65,2,12,10.6,5.75,1.529840002,1.356160002,12,30,1.52,4.355520007,1,43.06,0.925600001,19,0.8825,2.96,7,3.05,1.163240002,3.3635882,35,-3.709164607,-2.692899064,-1.733257706,1.4204
K2MnZnCl6,0.648333333,0.88,1.55,1.65,7,12,9.4,5.75,2.946320005,1.356160002,25,30,1.52,4.355520007,1,43.06,0.925600001,19,0.78,3.16,7,2.18,1.261540802,3.612725,17,-3.99502,-2.56965337,-2.016813197,1.3502
Ag2BeMgCl6,0.59,0.86,1.57,1.31,2,2,5.6,10.6,3.369600005,1.529840002,4,12,1.086666667,7.602400012,11,6.78,2.962960005,47,0.78,3.16,7,2.18,1.261540802,3.612725,17,-2.931950148,-4.023792611,-3.205943693,1.5658
