Chemical_Formula,A_Atom,B_Atom,Relax_Volume,Relax_Lattice_Constant,Relax_Energy,Tight_Volume,Tight_Lattice_Constant,Tight_Energy,Plus_Volume,Plus_Lattice_Constant,Plus_Energy,Minus_Volume,Minus_Lattice_Constant,Minus_Energy,formula,B0_eV_A3,r_s_A,r_val_A,r_s_cat_A,r_val_cat_A,epsilon_H_A,epsilon_L_A,EA_A,IP_A,EN_A,Z_A,n_A,r_s_B,r_val_B,r_s_cat_B,r_val_cat_B,epsilon_H_B,epsilon_L_B,EA_B,IP_B,EN_B,Z_B,n_B,nA_times_nB
MgRhO3,Mg,Rh,56.5063,3.846076,-143122.035948139,56.5063,3.837357,-143122.037369076,58.2185,3.875731,-143122.006425126,54.828,3.798983,-143122.004244369,MgRhO3,1.2029377832611607,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.4462500000000005,0.61295,1.32285,,-5.6349352841846405e-19,-5.256869666974465e-19,-8.813149015027155e-20,1.3424909955200621e-18,1.56,45,4,8
MgRuO3,Mg,Ru,56.1043,3.834913,-136098.896923978,56.1043,3.828235,-136098.898378683,57.8043,3.866518,-136098.865243518,54.4379,3.789953,-136098.862929434,MgRuO3,1.2994532442192954,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.47565,0.64735,1.3699500000000002,,-5.814475196311488e-19,-5.712753002656896e-19,-1.4833005628691906e-19,1.2294031692135152e-18,1.54,44,4,8
MgSbO3,Mg,Sb,66.8084,4.100576,-190347.049481064,66.8084,4.057672,-190347.05052579,68.8327,4.098249,-190347.030597384,64.8241,4.017095,-190347.030659933,MgSbO3,0.6277671950335263,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.0032500000000002,1.2385500000000005,0.98825,,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,1.984,51,4,8
MgSnO3,Mg,Sn,63.5059,3.989233,-181862.53822425,63.5059,3.98968,-181862.539379895,65.4302,4.029577,-181862.511136856,61.6197,3.949784,-181862.505928973,MgSnO3,1.035323251732253,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.0658500000000002,1.3539500000000002,1.04465,,-1.680470185728634e-18,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,1.824,50,4,8
MgTaO3,Mg,Ta,62.2059,3.967138,-448672.213642221,62.2059,3.962267,-448672.215313353,64.0908,4.00189,-448672.180227202,60.3583,3.922645,-448672.174988447,MgTaO3,1.2839008668359648,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.4649500000000002,0.83725,1.3758500000000002,,-8.639080535249473e-19,-5.672858804798975e-19,4.583346660786455e-20,1.2438104380529825e-18,0.67,73,4,8
MgTcO3,Mg,Tc,56.8748,3.852568,-129309.566425234,56.8748,3.845682,-129309.567978944,58.5982,3.884138,-129309.533700251,55.1856,3.807225,-129309.53074609,MgTcO3,1.334628569547957,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.5065500000000005,0.68555,1.4079500000000005,,-6.330263915845633e-19,-6.295416574343232e-19,-1.924073290259059e-19,1.1502295607081981e-18,1.51,43,4,8
MgTiO3,Mg,Ti,54.8705,3.804574,-34849.647796769,54.8705,3.799965,-34849.649247899,56.5331,3.837965,-34849.61848314,53.2408,3.761966,-34849.617144689,MgTiO3,1.214018346122887,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.54605,0.51945,1.4692500000000002,,-6.993597080389247e-19,-6.629630617442111e-19,6.669877934959158e-20,1.1408651235439965e-18,1.38,22,4,8
MgVO3,Mg,V,51.2212,3.718935,-37458.89916227,51.2212,3.713784,-37458.90085801,52.7733,3.750922,-37458.869536266,49.6999,3.676646,-37458.868518415,MgVO3,1.3074067482522884,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.4791500000000002,0.47555,1.4043500000000002,,-7.089102828755135e-19,-6.99101757602976e-19,-1.6918193641164822e-20,1.156580229941937e-18,1.53,23,4,8
MgWO3,Mg,W,59.3876,3.906815,-464137.724560648,59.3876,3.901503,-464137.726418679,61.1871,3.940518,-464137.690982605,57.6237,3.862488,-464137.683613225,MgWO3,1.38930003752118,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.40525,0.7907500000000001,1.33475,,-9.12013406564467e-19,-7.152372783510528e-19,-6.540716225833221e-20,1.41245511654839e-18,0.89,74,4,8
MgZnO3,Mg,Zn,53.1143,3.764514,-60648.49786344,53.1143,3.758984,-60648.499346066,54.7237,3.796574,-60648.47870343,51.5368,3.721394,-60648.477101796,MgZnO3,0.8342322980155077,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.10495,1.10495,1.05065,,-9.577875926207233e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,1.59,30,4,8
MgZrO3,Mg,Zr,67.5194,4.078526,-110303.589715242,67.5194,4.072016,-110303.591010734,69.5653,4.112736,-110303.559117828,65.514,4.031295,-110303.556458938,MgZrO3,1.049517479980403,1.3533500000000005,1.3533500000000005,1.2692500000000002,,-7.477870985792257e-19,-1.6894471813349762e-19,1.3586804070872598e-19,1.2678923003063736e-18,1.293,12,2,1.6682500000000002,0.84555,1.57665,,-6.92414272387757e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,1.32,40,4,8
NaAgO3,Na,Ag,63.9205,4.010839,-156851.590746342,63.9205,3.998344,-156851.591418769,65.8574,4.038327,-156851.574100398,62.022,3.95836,-156851.56765886,NaAgO3,0.6856668532527133,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,5,5
NaAlO3,Na,Al,50.9994,3.719311,-17142.30476311,50.9994,3.708416,-17142.305592631,52.5448,3.7455,-17142.285026655,49.4847,3.671332,-17142.285151948,NaAlO3,0.8581272065488926,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,5,5
NaBiO3,Na,Bi,71.9041,4.14428,-619528.025477753,71.9041,4.158321,-619528.026512334,74.0829,4.199904,-619528.003538257,69.7685,4.116737,-619528.000775273,NaBiO3,0.7185908201160363,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,5,5
NaCdO3,Na,Cd,69.6627,4.12857,-164597.949484529,69.6627,4.114654,-164597.950005277,71.7735,4.155801,-164597.934378971,67.5936,4.073508,-164597.933282569,NaCdO3,0.4982522051476677,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,5,5
NaCoO3,Na,Co,48.9013,3.663516,-48577.166243801,48.9013,3.656847,-48577.167638268,50.3831,3.693415,-48577.147146087,47.4489,3.620278,-48577.142569161,NaCoO3,0.9674909541298458,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,5,5
NaCrO3,Na,Cr,48.7002,3.658499,-39203.105845962,48.7002,3.651828,-39203.107136315,50.1759,3.688346,-39203.078445764,47.2538,3.61531,-39203.077382427,NaCrO3,1.274469089135202,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,5,5
NaCuO3,Na,Cu,52.0145,3.74023,-55744.159396581,52.0145,3.732858,-55744.160310644,53.5906,3.770187,-55744.140952467,50.4696,3.69553,-55744.139420554,NaCuO3,0.8197711019455769,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,5,5
NaFeO3,Na,Fe,47.8002,3.635628,-45273.476349497,47.8002,3.629191,-45273.477714052,49.2486,3.665483,-45273.451833691,46.3805,3.5929,-45273.450651601,NaFeO3,1.1668691137376226,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,5,5
NaGaO3,Na,Ga,56.9557,3.86736,-63679.89365043,56.9557,3.847503,-63679.894501543,58.6815,3.885978,-63679.874043481,55.264,3.809028,-63679.873389631,NaGaO3,0.7777758747533492,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,5,5
NaGeO3,Na,Ge,51.7403,3.74792,-67938.104960865,51.7403,3.726287,-67938.105957144,53.3081,3.76355,-67938.08189558,50.2036,3.689024,-67938.079552685,NaGeO3,1.0393652197421794,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,5,5
NaMnO3,Na,Mn,47.5011,3.62769,-42150.409768416,47.5011,3.621607,-42150.411150044,48.9404,3.657823,-42150.383718291,46.0903,3.585391,-42150.38201894,NaMnO3,1.257619751396317,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,5,5
NaMoO3,Na,Mo,57.5871,3.868225,-121719.763348923,57.5871,3.86167,-121719.764325518,59.3321,3.900287,-121719.730914235,55.8767,3.823053,-121719.727920073,NaMoO3,1.3076189690724234,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,5,5
NaNbO3,Na,Nb,61.3162,3.949408,-115385.964037024,61.3162,3.943287,-115385.964852283,63.1741,3.98272,-115385.931950777,59.495,3.903854,-115385.928973881,NaNbO3,1.2151478398039042,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,5,5
NaNiO3,Na,Ni,50.6253,3.706238,-52066.128627829,50.6253,3.699324,-52066.129790371,52.1592,3.736317,-52066.107575401,49.1216,3.662331,-52066.106935655,NaNiO3,0.9382763485696204,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,5,5
NaPbO3,Na,Pb,75.8896,4.219758,-600535.484362287,75.8896,4.233772,-600535.484801653,78.1892,4.27611,-600535.467279366,73.6356,4.191434,-600535.463884615,NaPbO3,0.5480579904623663,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.0396500000000002,1.4028500000000002,1.0277500000000002,,-1.91532204133536e-18,-5.428286543633856e-19,-7.386567747227957e-20,1.052943794133563e-18,,82,5,5
NaPdO3,Na,Pd,59.7045,3.920567,-149349.904248503,59.7045,3.90843,-149349.904972898,61.5136,3.947514,-149349.883079847,57.9312,3.869345,-149349.880220707,NaPdO3,0.8391657872762425,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.40755,0.58065,1.27995,,-6.56315630944512e-19,-5.402363325909311e-19,-7.21006556187837e-20,1.4519971560149236e-18,1.58,46,5,5
NaPtO3,Na,Pt,59.891,3.933982,-528681.432558243,59.891,3.912495,-528681.433241195,61.7057,3.95162,-528681.414627414,58.1122,3.87337,-528681.416292732,NaPtO3,0.6362859834263512,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.26865,0.67055,1.2043500000000005,,-8.716802123124481e-19,-8.597664269601793e-19,-3.517872930598635e-19,1.4985349714834594e-18,,78,5,5
NaRhO3,Na,Rh,56.2685,3.841349,-142089.915892855,56.2685,3.831967,-142089.916801212,57.9735,3.870287,-142089.890191141,54.5973,3.793648,-142089.886763519,NaRhO3,1.080306352096836,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.4462500000000005,0.61295,1.32285,,-5.6349352841846405e-19,-5.256869666974465e-19,-8.813149015027155e-20,1.3424909955200621e-18,1.56,45,5,5
NaRuO3,Na,Ru,55.4866,3.825148,-135067.656931634,55.4866,3.814134,-135067.658035461,57.1679,3.852276,-135067.635097696,53.8386,3.775993,-135067.628994918,NaRuO3,0.9914229633428884,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.47565,0.64735,1.3699500000000002,,-5.814475196311488e-19,-5.712753002656896e-19,-1.4833005628691906e-19,1.2294031692135152e-18,1.54,44,5,5
NaSbO3,Na,Sb,60.7355,3.983332,-189316.722308379,60.7355,3.930799,-189316.722961691,62.5758,3.970107,-189316.696829863,58.9316,3.891491,-189316.693312382,NaSbO3,0.994044412556244,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.0032500000000002,1.2385500000000005,0.98825,,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,1.984,51,5,5
NaSnO3,Na,Sn,66.33,4.0892,-180829.733405419,66.33,4.047964,-180829.734017955,68.3399,4.088444,-180829.710085899,64.3599,4.007485,-180829.706354626,NaSnO3,0.8414175838663709,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.0658500000000002,1.3539500000000002,1.04465,,-1.680470185728634e-18,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,1.824,50,5,5
NaTaO3,Na,Ta,61.3338,3.948583,-447642.563866454,61.3338,3.943666,-447642.564820536,63.1923,3.983102,-447642.531080313,59.5122,3.904229,-447642.525612063,NaTaO3,1.2831413974623695,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.4649500000000002,0.83725,1.3758500000000002,,-8.639080535249473e-19,-5.672858804798975e-19,4.583346660786455e-20,1.2438104380529825e-18,0.67,73,5,5
NaTcO3,Na,Tc,55.4039,3.818478,-128279.18344048,55.4039,3.812239,-128279.184568526,57.0827,3.850362,-128279.15208706,53.7584,3.774117,-128279.148575418,NaTcO3,1.3256633802514874,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.5065500000000005,0.68555,1.4079500000000005,,-6.330263915845633e-19,-6.295416574343232e-19,-1.924073290259059e-19,1.1502295607081981e-18,1.51,43,5,5
NaTiO3,Na,Ti,56.8613,3.850145,-33816.567314539,56.8613,3.845378,-33816.568176081,58.5843,3.883831,-33816.541344328,55.1725,3.806924,-33816.541051474,NaTiO3,1.0212783198584416,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.54605,0.51945,1.4692500000000002,,-6.993597080389247e-19,-6.629630617442111e-19,6.669877934959158e-20,1.1408651235439965e-18,1.38,22,5,5
NaVO3,Na,V,51.0813,3.716642,-36427.167292792,51.0813,3.7104,-36427.16841238,52.6291,3.747504,-36427.139402528,49.5642,3.673296,-36427.138356354,NaVO3,1.2360965469329988,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.4791500000000002,0.47555,1.4043500000000002,,-7.089102828755135e-19,-6.99101757602976e-19,-1.6918193641164822e-20,1.156580229941937e-18,1.53,23,5,5
NaWO3,Na,W,58.2127,3.880816,-463107.946786422,58.2127,3.875602,-463107.947940921,59.9766,3.914358,-463107.913045655,56.4837,3.836846,-463107.906956715,NaWO3,1.3993493317149288,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.40525,0.7907500000000001,1.33475,,-9.12013406564467e-19,-7.152372783510528e-19,-6.540716225833221e-20,1.41245511654839e-18,0.89,74,5,5
NaZnO3,Na,Zn,55.9315,3.829703,-59614.825248419,55.9315,3.824303,-59614.826137821,57.6263,3.862546,-59614.808837114,54.2703,3.78606,-59614.808294619,NaZnO3,0.6628544195374871,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.10495,1.10495,1.05065,,-9.577875926207233e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,1.59,30,5,5
NaZrO3,Na,Zr,70.3216,4.134378,-109271.124728106,70.3216,4.127587,-109271.125512898,72.4524,4.168863,-109271.097931254,68.233,4.086311,-109271.095480632,NaZrO3,0.8843586363274748,1.77645,1.77645,0.32175,,-4.2165763870890254e-19,-4.2165763870890254e-19,-6.34035391151193e-20,8.025483654630147e-19,0.869,11,1,1.6682500000000002,0.84555,1.57665,,-6.92414272387757e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,1.32,40,5,5
NdAgO3,Nd,Ag,63.8595,4.012197,-419367.633392047,63.8595,3.997071,-419367.634295836,65.7945,4.037042,-419367.605254497,61.9628,3.957101,-419367.602564901,NdAgO3,1.0240937020137386,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,3,9
NdAlO3,Nd,Al,51.0078,3.720685,-279659.818884234,51.0078,3.708618,-279659.8208108,52.5534,3.745704,-279659.788578484,49.4928,3.671532,-279659.788009944,NdAlO3,1.333709455148358,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,3,9
NdBiO3,Nd,Bi,81.8802,4.331869,-882040.239631158,81.8802,4.342365,-882040.241313352,84.3612,4.385788,-882040.213511173,79.4483,4.298941,-882040.210722795,NdBiO3,0.7470297373780864,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,3,9
NdCdO3,Nd,Cd,67.5106,4.080203,-427114.113508459,67.5106,4.07184,-427114.114358407,69.5563,4.112559,-427114.087357858,65.5055,4.031122,-427114.084488276,NdCdO3,0.9027369166078296,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,3,9
NdCoO3,Nd,Co,50.4104,3.705824,-311093.974335572,50.4104,3.694083,-311093.976805187,51.9379,3.731024,-311093.94369708,48.9131,3.657142,-311093.94059212,NdCoO3,1.4156676178388572,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,3,9
NdCrO3,Nd,Cr,51.9245,3.745609,-301716.906834562,51.9245,3.730704,-301716.909254377,53.4979,3.768011,-301716.874719474,50.3823,3.693397,-301716.8711058,NdCrO3,1.449200150371757,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,3,9
NdCuO3,Nd,Cu,53.0046,3.764797,-318261.509840111,53.0046,3.756394,-318261.511246667,54.6107,3.793958,-318261.480963597,51.4303,3.71883,-318261.478887414,NdCuO3,1.25297600726825,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,3,9
NdFeO3,Nd,Fe,50.238,3.715193,-307789.227183915,50.238,3.689867,-307789.229694168,51.7603,3.726766,-307789.196223507,48.7459,3.652969,-307789.191947993,NdFeO3,1.4603541787633638,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,3,9
NdGaO3,Nd,Ga,55.5224,3.828795,-326197.229961522,55.5224,3.814955,-326197.231583529,57.2048,3.853105,-326197.199516564,53.8734,3.776806,-326197.198703896,NdGaO3,1.2352509454012757,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,3,9
NdGeO3,Nd,Ge,57.4718,3.882403,-330452.070000953,57.4718,3.859091,-330452.071429957,59.2133,3.897682,-330452.043945016,55.7649,3.8205,-330452.040730977,NdGeO3,1.0689307258086471,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,3,9
NdMnO3,Nd,Mn,50.7722,3.717174,-304664.982868419,50.7722,3.702901,-304664.985289219,52.3107,3.73993,-304664.951056846,49.2642,3.665872,-304664.947206692,NdMnO3,1.4723941910101144,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,3,9
NdMoO3,Nd,Mo,60.202,3.934155,-384231.18645797,60.202,3.919255,-384231.188163895,62.0262,3.958448,-384231.1530295,58.4139,3.880063,-384231.146216931,NdMoO3,1.3543118196718218,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,3,9
NdNbO3,Nd,Nb,63.2752,3.998028,-377896.945640048,63.2752,3.984843,-377896.947276331,65.1925,4.024692,-377896.912276352,61.3959,3.944995,-377896.906585279,NdNbO3,1.2680105161278303,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,3,9
NdNiO3,Nd,Ni,51.3471,3.727333,-314583.503688574,51.3471,3.716824,-314583.505736377,52.903,3.753993,-314583.473631769,49.8221,3.679656,-314583.471022867,NdNiO3,1.3550380446817456,1.99605,0.35005,1.8833500000000003,,-5.170976978333375e-19,-2.883228981493056e-19,2.345108643615817e-19,9.232546141951782e-19,1.47,60,3,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,3,9
