Chemical_Formula,A_Atom,B_Atom,Relax_Volume,Relax_Lattice_Constant,Relax_Energy,Tight_Volume,Tight_Lattice_Constant,Tight_Energy,Plus_Volume,Plus_Lattice_Constant,Plus_Energy,Minus_Volume,Minus_Lattice_Constant,Minus_Energy,formula,B0_eV_A3,r_s_A,r_val_A,r_s_cat_A,r_val_cat_A,epsilon_H_A,epsilon_L_A,EA_A,IP_A,EN_A,Z_A,n_A,r_s_B,r_val_B,r_s_cat_B,r_val_cat_B,epsilon_H_B,epsilon_L_B,EA_B,IP_B,EN_B,Z_B,n_B,nA_times_nB
BaAgO3,Ba,Ag,68.4095,4.108299,-377504.991039445,68.4095,4.089832,-377504.992231896,70.4824,4.13073,-377504.972113494,66.3777,4.048934,-377504.965127238,BaAgO3,0.7223270767809395,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,4,8
BaAlO3,Ba,Al,59.0045,3.907378,-237794.776112912,59.0045,3.893096,-237794.77819711,60.7924,3.932027,-237794.754413639,57.252,3.854165,-237794.746739186,BaAlO3,0.9553698480009712,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,4,8
BaBiO3,Ba,Bi,82.5975,4.346761,-840180.102876033,82.5975,4.355008,-840180.105037435,85.1003,4.398559,-840180.079539485,80.1443,4.311458,-840180.070487294,BaBiO3,0.7436899965653286,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,4,8
BaCdO3,Ba,Cd,73.1109,4.203079,-385251.451211357,73.1109,4.181455,-385251.452073855,75.3262,4.223269,-385251.432754383,70.9394,4.13964,-385251.427674693,BaCdO3,0.6349925612444359,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,4,8
BaCoO3,Ba,Co,56.9376,3.860371,-269229.426086325,56.9376,3.847097,-269229.42856756,58.6629,3.885568,-269229.401296049,55.2465,3.808626,-269229.396009161,BaCoO3,1.066484548551606,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,4,8
BaCrO3,Ba,Cr,57.1497,3.863735,-259854.00123991,57.1497,3.851868,-259854.003726762,58.8814,3.890387,-259853.972769348,55.4523,3.81335,-259853.966650953,BaCrO3,1.2211656544470315,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,4,8
BaCuO3,Ba,Cu,60.3141,3.93529,-276396.935580006,60.3141,3.921688,-276396.937249067,62.1417,3.960905,-276396.915131091,58.5227,3.882471,-276396.908923792,BaCuO3,0.862726432462896,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,4,8
BaFeO3,Ba,Fe,56.2437,3.843504,-265925.106343095,56.2437,3.831404,-265925.108819673,57.948,3.869718,-265925.078948464,54.5732,3.79309,-265925.075267042,BaFeO3,1.1524361992497991,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,4,8
BaGaO3,Ba,Ga,63.1844,4.002989,-284332.919114686,63.1844,3.982935,-284332.920889146,65.0989,4.022764,-284332.897610619,61.3077,3.943106,-284332.89135273,BaGaO3,0.8618677791588487,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,4,8
BaGeO3,Ba,Ge,59.7551,3.932535,-288590.260952477,59.7551,3.909534,-288590.263067898,61.5657,3.948629,-288590.236843513,57.9803,3.870439,-288590.229938212,BaGeO3,1.0194549327633529,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,4,8
BaMnO3,Ba,Mn,56.592,3.850951,-262801.417493805,56.592,3.839296,-262801.420018741,58.3068,3.877689,-262801.390004768,54.9111,3.800903,-262801.383522638,BaMnO3,1.200909796687012,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,4,8
BaMoO3,Ba,Mo,64.2562,4.017163,-342369.949051044,64.2562,4.00533,-342369.951022522,66.2032,4.045384,-342369.917122969,62.3477,3.965277,-342369.909067664,BaMoO3,1.237504369285438,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,4,8
BaNbO3,Ba,Nb,67.5757,4.084091,-336035.945878018,67.5757,4.073148,-336035.947495802,69.6233,4.11388,-336035.914108965,65.5686,4.032417,-336035.906442428,BaNbO3,1.1653611386433689,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,4,8
BaNiO3,Ba,Ni,57.9166,3.883103,-272718.790246876,57.9166,3.869021,-272718.792477274,59.6716,3.907711,-272718.768094799,56.1964,3.830331,-272718.761199628,BaNiO3,0.9763414515005124,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,4,8
BaPbO3,Ba,Pb,78.4098,4.274205,-821188.697744114,78.4098,4.280128,-821188.698472337,80.7857,4.32293,-821188.675773411,76.0809,4.237327,-821188.667714122,BaPbO3,0.7285649661787958,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.0396500000000002,1.4028500000000002,1.0277500000000002,,-1.91532204133536e-18,-5.428286543633856e-19,-7.386567747227957e-20,1.052943794133563e-18,,82,4,8
BaPdO3,Ba,Pd,65.4524,4.049333,-370002.894538088,65.452,4.030023,-370002.895901997,67.4352,4.070323,-370002.873495132,63.508,3.989723,-370002.86738756,BaPdO3,0.81408455085442,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.40755,0.58065,1.27995,,-6.56315630944512e-19,-5.402363325909311e-19,-7.21006556187837e-20,1.4519971560149236e-18,1.58,46,4,8
BaPtO3,Ba,Pt,66.5786,4.067843,-749333.875914402,66.5786,4.053016,-749333.877286745,68.596,4.093546,-749333.848138777,64.6012,4.012486,-749333.837794888,BaPtO3,1.0880716366520675,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.26865,0.67055,1.2043500000000005,,-8.716802123124481e-19,-8.597664269601793e-19,-3.517872930598635e-19,1.4985349714834594e-18,,78,4,8
BaRhO3,Ba,Rh,63.022,3.994359,-362742.00978965,63.022,3.97952,-362742.011516908,64.9316,4.019315,-362741.980961062,61.1502,3.939725,-362741.975555997,BaRhO3,1.1080851605623914,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.4462500000000005,0.61295,1.32285,,-5.6349352841846405e-19,-5.256869666974465e-19,-8.813149015027155e-20,1.3424909955200621e-18,1.56,45,4,8
BaRuO3,Ba,Ru,62.6579,3.986366,-355718.800008625,62.6579,3.971842,-355718.801907468,64.5565,4.01156,-355718.774722351,60.7969,3.932124,-355718.765518769,BaRuO3,1.0527422339591843,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.47565,0.64735,1.3699500000000002,,-5.814475196311488e-19,-5.712753002656896e-19,-1.4833005628691906e-19,1.2294031692135152e-18,1.54,44,4,8
BaSbO3,Ba,Sb,75.5186,4.261356,-409967.449004467,75.5186,4.226861,-409967.449830684,77.8069,4.26913,-409967.425396221,73.2756,4.184593,-409967.414410776,BaSbO3,0.8493237929061862,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.0032500000000002,1.2385500000000005,0.98825,,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,1.984,51,4,8
BaSnO3,Ba,Sn,70.1118,4.160361,-401482.688352162,70.1118,4.123478,-401482.689591725,72.2362,4.164712,-401482.662487797,68.0294,4.082243,-401482.654381405,BaSnO3,0.9426235418386874,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.0658500000000002,1.3539500000000002,1.04465,,-1.680470185728634e-18,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,1.824,50,4,8
BaTaO3,Ba,Ta,67.4281,4.079363,-668291.917719469,67.4281,4.070179,-668291.919605002,69.4712,4.110881,-668291.88562002,65.4254,4.029478,-668291.875579443,BaTaO3,1.215732516320002,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.4649500000000002,0.83725,1.3758500000000002,,-8.639080535249473e-19,-5.672858804798975e-19,4.583346660786455e-20,1.2438104380529825e-18,0.67,73,4,8
BaTcO3,Ba,Tc,62.8898,3.988194,-348929.440972134,62.8898,3.976735,-348929.442853948,64.7954,4.016502,-348929.40970697,61.0219,3.936967,-348929.401767798,BaTcO3,1.2390859251125816,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.5065500000000005,0.68555,1.4079500000000005,,-6.330263915845633e-19,-6.295416574343232e-19,-1.924073290259059e-19,1.1502295607081981e-18,1.51,43,4,8
BaTiO3,Ba,Ti,62.4718,3.978073,-254469.079370555,62.4718,3.967905,-254469.081332161,64.3647,4.007584,-254469.050650118,60.6163,3.928226,-254469.044432921,BaTiO3,1.1277085405772025,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.54605,0.51945,1.4692500000000002,,-6.993597080389247e-19,-6.629630617442111e-19,6.669877934959158e-20,1.1408651235439965e-18,1.38,22,4,8
BaVO3,Ba,V,59.078,3.9056,-257078.011034603,59.078,3.894711,-257078.013341551,60.8681,3.933658,-257077.98198367,57.3233,3.855764,-257077.976066636,BaVO3,1.1994591012099982,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.4791500000000002,0.47555,1.4043500000000002,,-7.089102828755135e-19,-6.99101757602976e-19,-1.6918193641164822e-20,1.156580229941937e-18,1.53,23,4,8
BaWO3,Ba,W,64.6148,4.02236,-683757.496585042,64.6148,4.012767,-683757.498842586,66.5727,4.052895,-683757.463981115,62.6956,3.972639,-683757.452980002,BaWO3,1.306988440293143,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.40525,0.7907500000000001,1.33475,,-9.12013406564467e-19,-7.152372783510528e-19,-6.540716225833221e-20,1.41245511654839e-18,0.89,74,4,8
BaZnO3,Ba,Zn,63.2237,3.999252,-280267.953005235,63.2237,3.983762,-280267.954545703,65.1395,4.023599,-280267.932398651,61.3459,3.943924,-280267.932885309,BaZnO3,0.7170291607290364,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.10495,1.10495,1.05065,,-9.577875926207233e-19,-1.1194408049529602e-19,2.559901616388424e-19,1.5927755178268223e-18,1.59,30,4,8
BaZrO3,Ba,Zr,72.9695,4.189769,-329924.050669142,72.9695,4.178757,-329924.052023411,75.1806,4.220545,-329924.020607875,70.8023,4.13697,-329924.013283201,BaZrO3,1.0221551450906017,2.19055,2.19055,2.07035,,-5.149924377536063e-19,-3.0389124837361924e-19,1.7531862533728705e-19,8.59168478635921e-19,0.881,56,2,1.6682500000000002,0.84555,1.57665,,-6.92414272387757e-19,-5.535295920137088e-19,3.3630627748943204e-20,1.1388266165519793e-18,1.32,40,4,8
BeAgO3,Be,Ag,58.5432,3.891224,-152835.595911664,58.5432,3.882924,-152835.596781757,60.3172,3.921753,-152835.572658627,56.8044,3.844095,-152835.568641154,BeAgO3,0.9558807159170016,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.3170500000000005,1.3170500000000005,1.2430500000000002,,-7.015114312406593e-19,-7.015114312406593e-19,-1.8938634490038225e-19,1.2616632678342529e-18,1.87,47,4,8
BeAlO3,Be,Al,46.2255,3.597197,-13127.44406682,46.2255,3.588894,-13127.445412041,47.6262,3.624783,-13127.420878798,44.8526,3.553005,-13127.419940355,BeAlO3,1.1371728571881417,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.1077500000000002,1.39955,1.0573500000000002,,-1.2164574058722622e-18,-4.0786610235705603e-19,5.465354694189902e-20,9.17536499506324e-19,1.613,13,4,8
BeBiO3,Be,Bi,71.4738,4.136228,-615510.25394629,71.4738,4.150008,-615510.254950137,73.6395,4.191508,-615510.228565307,69.3509,4.108508,-615510.224958748,BeBiO3,0.8557623412210205,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,0.98985,1.30035,0.98175,,-7.2448664398293125e-19,-7.2448664398293125e-19,-2.222770121777009e-19,1.27014732176683e-18,,83,4,8
BeCdO3,Be,Cd,63.2635,4.000146,-160581.521133826,63.2635,3.984598,-160581.521787431,65.1805,4.024444,-160581.503008038,61.3845,3.944752,-160581.505083703,BeCdO3,0.6024943774756435,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.23185,1.23185,1.1765500000000002,,-9.083588416924225e-19,-1.2850738240112642e-19,2.375824612411154e-19,1.4927701797950525e-18,1.52,48,4,8
BeCoO3,Be,Co,45.3097,3.569266,-44561.825869738,45.3097,3.565035,-44561.827473022,46.6827,3.600686,-44561.798813105,43.964,3.529385,-44561.797888863,BeCoO3,1.3496922336212838,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.2915500000000002,0.35895,1.19155,,-7.030062620278656e-19,4.23823781500224e-20,-1.7144111919473086e-19,1.2270281618657034e-18,1.84,27,4,8
BeCrO3,Be,Cr,47.3044,3.621919,-35186.196570859,47.3044,3.6166,-35186.198174093,48.7378,3.652766,-35186.167452224,45.8994,3.580434,-35186.16636827,BeCrO3,1.393250597044215,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.4245500000000002,0.43935,1.34675,,-7.0894553076117135e-19,-7.036198956736322e-19,-8.069463808212068e-20,1.170956937271006e-18,1.65,24,4,8
BeCuO3,Be,Cu,47.45,3.627449,-51728.912178112,47.45,3.620307,-51728.913306533,48.8878,3.65651,-51728.888869717,46.0407,3.584104,-51728.889270437,BeCuO3,1.0836324182338335,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.1988500000000002,1.1988500000000002,1.1283500000000002,,-7.330502780211071e-19,-7.330502780211071e-19,-1.9781936469154185e-19,1.3350901235476822e-18,1.85,29,4,8
BeFeO3,Be,Fe,45.714,3.580696,-41257.510233552,45.714,3.575606,-41257.511884179,47.0992,3.611362,-41257.482218119,44.3562,3.53985,-41257.480187696,BeFeO3,1.4099338075208652,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.33295,0.38215,1.23965,,-7.039227070549632e-19,-6.642143616850561e-20,-1.5981992814386266e-19,1.1971094569101176e-18,1.8,26,4,8
BeGaO3,Be,Ga,52.1596,3.750467,-59664.436060686,52.1596,3.736327,-59664.437277902,53.7401,3.77369,-59664.41288084,50.6104,3.698963,-59664.411270792,BeGaO3,1.0210587066608277,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.0033500000000002,1.3397500000000002,0.97045,,-1.4158562972139263e-18,-3.891670990156993e-19,7.213178911092489e-20,9.088671194085892e-19,1.756,31,4,8
BeGeO3,Be,Ge,48.274,3.658595,-63922.455260955,48.274,3.641143,-63922.456469875,49.7368,3.677555,-63922.427761051,46.8402,3.604732,-63922.425819503,BeGeO3,1.3094325914927636,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,0.92235,1.17105,0.90585,,-1.869555866162208e-18,-6.127444377418562e-19,-9.139650819961009e-20,1.1934528716916311e-18,1.994,32,4,8
BeMnO3,Be,Mn,46.0698,3.589724,-38133.816583077,46.0698,3.584859,-38133.818235654,47.4657,3.620708,-38133.787511998,44.7015,3.54901,-38133.786440429,BeMnO3,1.428169368129133,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.3681500000000002,0.40825,1.30255,,-6.996064432385282e-19,2.9717011744936324e-19,-9.213119429910178e-20,1.1853262457505828e-18,1.75,25,4,8
BeMoO3,Be,Mo,56.8999,3.852135,-117701.481021985,56.8999,3.846247,-117701.482250379,58.624,3.884709,-117701.44750841,55.2099,3.807784,-117701.444208862,BeMoO3,1.3713278640488489,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.5377500000000002,0.72745,1.4647500000000002,,-6.856018173961152e-19,-6.828028148395777e-19,-1.8340851176668144e-19,1.122690083232532e-18,1.47,42,4,8
BeNbO3,Be,Nb,60.3687,3.928345,-111367.653768945,60.3687,3.922871,-111367.65484374,62.198,3.9621,-111367.620576769,58.5757,3.883643,-111367.617586274,BeNbO3,1.2751981131610848,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.5759500000000002,0.7735500000000001,1.52635,,-7.338657859210943e-19,-7.198211056631618e-19,-1.058614009316442e-19,1.147994059689629e-18,1.41,41,4,8
BeNiO3,Be,Ni,46.3562,3.597371,-48050.956820338,46.3562,3.592274,-48050.958296329,47.7609,3.628196,-48050.930905094,44.9794,3.556351,-48050.930356545,BeNiO3,1.2558681785284846,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.2531500000000002,0.33775,1.1477500000000005,,-7.080082574380031e-19,-7.005533296214207e-19,-1.7061441528214542e-19,1.2622812049313197e-18,1.88,28,4,8
BePbO3,Be,Pb,70.9779,4.127506,-596518.422577354,70.9779,4.140389,-596518.42317025,73.1287,4.181793,-596518.398729188,68.8698,4.098985,-596518.394321568,BePbO3,0.8126678635724338,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.0396500000000002,1.4028500000000002,1.0277500000000002,,-1.91532204133536e-18,-5.428286543633856e-19,-7.386567747227957e-20,1.052943794133563e-18,,82,4,8
BePdO3,Be,Pd,55.6018,3.828692,-145333.743286781,55.6018,3.816773,-145333.744213453,57.2866,3.854941,-145333.715854004,53.9504,3.778606,-145333.712152557,BePdO3,1.1676879225852317,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.40755,0.58065,1.27995,,-6.56315630944512e-19,-5.402363325909311e-19,-7.21006556187837e-20,1.4519971560149236e-18,1.58,46,4,8
BePtO3,Be,Pt,57.094,3.859415,-524664.675285393,57.094,3.850616,-524664.676135578,58.824,3.889122,-524664.644690942,55.3983,3.81211,-524664.640058456,BePtO3,1.2756984383932968,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.26865,0.67055,1.2043500000000005,,-8.716802123124481e-19,-8.597664269601793e-19,-3.517872930598635e-19,1.4985349714834594e-18,,78,4,8
BeRhO3,Be,Rh,54.8133,3.805773,-138073.061430189,54.8133,3.798644,-138073.062619855,56.4742,3.83663,-138073.032336397,53.1853,3.760657,-138073.02886449,BeRhO3,1.2473429308478252,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.4462500000000005,0.61295,1.32285,,-5.6349352841846405e-19,-5.256869666974465e-19,-8.813149015027155e-20,1.3424909955200621e-18,1.56,45,4,8
BeRuO3,Be,Ru,54.3008,3.793185,-131050.128170651,54.3008,3.786769,-131050.129526059,55.9462,3.824637,-131050.097251269,52.6881,3.748902,-131050.09345826,BeRuO3,1.3403092635299632,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.47565,0.64735,1.3699500000000002,,-5.814475196311488e-19,-5.712753002656896e-19,-1.4833005628691906e-19,1.2294031692135152e-18,1.54,44,4,8
BeSbO3,Be,Sb,62.2172,4.018078,-185298.626152988,62.2172,3.962508,-185298.626922872,64.1024,4.002133,-185298.609672876,60.3693,3.922883,-185298.602216384,BeSbO3,0.715925378760198,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.0032500000000002,1.2385500000000005,0.98825,,-7.669122809017154e-19,-7.669122809017154e-19,-2.374021362683202e-19,1.3358142288727889e-18,1.984,51,4,8
BeSnO3,Be,Sn,62.2011,3.997242,-176813.182705369,62.2011,3.962166,-176813.183611151,64.0858,4.001787,-176813.155047682,60.3536,3.922544,-176813.151179179,BeSnO3,1.054665747854575,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.0658500000000002,1.3539500000000002,1.04465,,-1.680470185728634e-18,-5.773187104793474e-19,-1.0004904060564154e-19,1.1016292632690552e-18,1.824,50,4,8
BeTaO3,Be,Ta,60.5192,3.93021,-443624.11187353,60.5192,3.926127,-443624.113000606,62.353,3.965388,-443624.078110487,58.7217,3.886866,-443624.072755013,BeTaO3,1.334323193686249,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.4649500000000002,0.83725,1.3758500000000002,,-8.639080535249473e-19,-5.672858804798975e-19,4.583346660786455e-20,1.2438104380529825e-18,0.67,73,4,8
BeTcO3,Be,Tc,54.8242,3.805066,-124261.082885041,54.8242,3.798896,-124261.084310165,56.4854,3.836885,-124261.050109114,53.1959,3.760907,-124261.046918287,BeTcO3,1.3912575264213167,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.5065500000000005,0.68555,1.4079500000000005,,-6.330263915845633e-19,-6.295416574343232e-19,-1.924073290259059e-19,1.1502295607081981e-18,1.51,43,4,8
BeTiO3,Be,Ti,53.5172,3.770839,-29800.366646888,53.5172,3.768466,-29800.367903332,55.1389,3.80615,-29800.337548703,51.9277,3.730781,-29800.336175132,BeTiO3,1.2363774160477283,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.54605,0.51945,1.4692500000000002,,-6.993597080389247e-19,-6.629630617442111e-19,6.669877934959158e-20,1.1408651235439965e-18,1.38,22,4,8
BeVO3,Be,V,49.7223,3.681336,-32409.941096858,49.7223,3.677198,-32409.94257316,51.2289,3.71397,-32409.911069766,48.2455,3.640426,-32409.910117303,BeVO3,1.3634362286758714,1.0842500000000002,1.0842500000000002,1.01395,,-8.82983568372192e-19,-3.0260309837049604e-19,1.560108797184926e-19,1.5113352579878061e-18,1.576,4,2,1.4791500000000002,0.47555,1.4043500000000002,,-7.089102828755135e-19,-6.99101757602976e-19,-1.6918193641164822e-20,1.156580229941937e-18,1.53,23,4,8
